fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
13.3,0.34,0.52,3.2,0.094,0.017,0.053,"1,001.4",3.05,0.81,9.5,6,red
10.8,0.5,0.46,2.5,0.073,0.005,0.027,"1,000.1",3.05,0.64,9.5,5,red
10.6,0.83,0.37,2.6,0.086,0.026,0.07,998.1,3.16,0.52,9.9,5,red
7.1,0.63,0.06,2,0.083,0.008,0.029,998.55,3.67,0.73,9.6,5,red
7.2,0.65,0.02,2.3,0.094,0.005,0.031,999.3,3.67,0.8,9.7,5,red
6.9,0.67,0.06,2.1,0.08,0.008,0.033,998.45,3.68,0.71,9.6,5,red
7.5,0.53,0.06,2.6,0.086,0.02,0.044,996.5,3.38,0.59,10.7,6,red
11.1,0.18,0.48,1.5,0.068,0.007,0.015,997.3,3.22,0.64,10.1,6,red
8.3,0.705,0.12,2.6,0.092,0.012,0.028,999.4,3.51,0.72,10,5,red
7.4,0.67,0.12,1.6,0.186,0.005,0.021,996,3.39,0.54,9.5,5,red
8.4,0.65,0.6,2.1,0.112,0.012,0.09,997.3,3.2,0.52,9.2,5,red
10.3,0.53,0.48,2.5,0.063,0.006,0.025,999.8,3.12,0.59,9.3,6,red
7.6,0.62,0.32,2.2,0.082,0.007,0.054,996.6,3.36,0.52,9.4,5,red
10.3,0.41,0.42,2.4,0.213,0.006,0.014,999.4,3.19,0.62,9.5,6,red
10.3,0.43,0.44,2.4,0.214,0.005,0.012,999.4,3.19,0.63,9.5,6,red
7.4,0.29,0.38,1.7,0.062,0.009,0.03,996.8,3.41,0.53,9.5,6,red
10.3,0.53,0.48,2.5,0.063,0.006,0.025,999.8,3.12,0.59,9.3,6,red
7.9,0.53,0.24,2,0.072,0.015,0.105,996,3.27,0.54,9.4,6,red
9,0.46,0.31,2.8,0.093,0.019,0.098,998.15,3.32,0.63,9.5,6,red
8.6,0.47,0.3,3,0.076,0.03,0.135,997.6,3.3,0.53,9.4,5,red
7.4,0.36,0.29,2.6,0.087,0.026,0.072,996.45,3.39,0.68,11,5,red
7.1,0.35,0.29,2.5,0.096,0.02,0.053,996.2,3.42,0.65,11,6,red
9.6,0.56,0.23,3.4,0.102,0.037,0.092,999.6,3.3,0.65,10.1,5,red
9.6,0.77,0.12,2.9,0.082,0.03,0.074,998.65,3.3,0.64,10.4,6,red
9.8,0.66,0.39,3.2,0.083,0.021,0.059,998.9,3.37,0.71,11.5,7,red
9.6,0.77,0.12,2.9,0.082,0.03,0.074,998.65,3.3,0.64,10.4,6,red
9.8,0.66,0.39,3.2,0.083,0.021,0.059,998.9,3.37,0.71,11.5,7,red
9.3,0.61,0.26,3.4,0.09,0.025,0.087,999.75,3.24,0.62,9.7,5,red
7.8,0.62,0.05,2.3,0.079,0.006,0.018,997.35,3.29,0.63,9.3,5,red
10.3,0.59,0.42,2.8,0.09,0.035,0.073,999,3.28,0.7,9.5,6,red
10,0.49,0.2,11,0.071,0.013,0.05,"1,001.5",3.16,0.69,9.2,6,red
10,0.49,0.2,11,0.071,0.013,0.05,"1,001.5",3.16,0.69,9.2,6,red
11.6,0.53,0.66,3.65,0.121,0.006,0.014,997.8,3.05,0.74,11.5,7,red
10.3,0.44,0.5,4.5,0.107,0.005,0.013,998,3.28,0.83,11.5,5,red
13.4,0.27,0.62,2.6,0.082,0.006,0.021,"1,000.2",3.16,0.67,9.7,6,red
10.7,0.46,0.39,2,0.061,0.007,0.015,998.1,3.18,0.62,9.5,5,red
10.2,0.36,0.64,2.9,0.122,0.01,0.041,998,3.23,0.66,12.5,6,red
10.2,0.36,0.64,2.9,0.122,0.01,0.041,998,3.23,0.66,12.5,6,red
8,0.58,0.28,3.2,0.066,0.021,0.114,997.3,3.22,0.54,9.4,6,red
8.4,0.56,0.08,2.1,0.105,0.016,0.044,995.8,3.13,0.52,11,5,red
7.9,0.65,0.01,2.5,0.078,0.017,0.038,996.3,3.34,0.74,11.7,7,red
11.9,0.695,0.53,3.4,0.128,0.007,0.021,999.2,3.17,0.84,12.2,7,red
8.9,0.43,0.45,1.9,0.052,0.006,0.016,994.8,3.35,0.7,12.5,6,red
7.8,0.43,0.32,2.8,0.08,0.029,0.058,997.4,3.31,0.64,10.3,5,red
12.4,0.49,0.58,3,0.103,0.028,0.099,"1,000.8",3.16,1,11.5,6,red
12.5,0.28,0.54,2.3,0.082,0.012,0.029,999.7,3.11,1.36,9.8,7,red
12.2,0.34,0.5,2.4,0.066,0.01,0.021,1000,3.12,1.18,9.2,6,red
10.6,0.42,0.48,2.7,0.065,0.005,0.018,997.2,3.21,0.87,11.3,6,red
10.9,0.39,0.47,1.8,0.118,0.006,0.014,998.2,3.3,0.75,9.8,6,red
10.9,0.39,0.47,1.8,0.118,0.006,0.014,998.2,3.3,0.75,9.8,6,red
11.9,0.57,0.5,2.6,0.082,0.006,0.032,"1,000.6",3.12,0.78,10.7,6,red
7,0.685,0,1.9,0.067,0.04,0.063,997.9,3.6,0.81,9.9,5,red
6.6,0.815,0.02,2.7,0.072,0.017,0.034,995.5,3.58,0.89,12.3,7,red
13.8,0.49,0.67,3,0.093,0.006,0.015,998.6,3.02,0.93,12,6,red
9.6,0.56,0.31,2.8,0.089,0.015,0.046,997.9,3.11,0.92,10,6,red
9.1,0.785,0,2.6,0.093,0.011,0.028,999.4,3.36,0.86,9.4,6,red
10.7,0.67,0.22,2.7,0.107,0.017,0.034,"1,000.4",3.28,0.98,9.9,6,red
9.1,0.795,0,2.6,0.096,0.011,0.026,999.4,3.35,0.83,9.4,6,red
7.7,0.665,0,2.4,0.09,0.008,0.019,997.4,3.27,0.73,9.3,5,red
13.5,0.53,0.79,4.8,0.12,0.023,0.077,"1,001.8",3.18,0.77,13,5,red
6.1,0.21,0.4,1.4,0.066,0.0405,0.165,991.2,3.25,0.59,11.9,6,red
6.7,0.75,0.01,2.4,0.078,0.017,0.032,995.5,3.55,0.61,12.8,6,red
11.5,0.41,0.52,3,0.08,0.029,0.055,"1,000.1",3.26,0.88,11,5,red
10.5,0.42,0.66,2.95,0.116,0.012,0.029,997,3.24,0.75,11.7,7,red
11.9,0.43,0.66,3.1,0.109,0.01,0.023,1000,3.15,0.85,10.4,7,red
12.6,0.38,0.66,2.6,0.088,0.01,0.041,1001,3.17,0.68,9.8,6,red
8.2,0.7,0.23,2,0.099,0.014,0.081,997.3,3.19,0.7,9.4,5,red
8.6,0.45,0.31,2.6,0.086,0.021,0.05,998.2,3.37,0.91,9.9,6,red
11.9,0.58,0.66,2.5,0.072,0.006,0.037,999.2,3.05,0.56,10,5,red
12.5,0.46,0.63,2,0.071,0.006,0.015,998.8,2.99,0.87,10.2,5,red
12.8,0.615,0.66,5.8,0.083,0.007,0.042,"1,002.2",3.07,0.73,10,7,red
10,0.42,0.5,3.4,0.107,0.007,0.021,997.9,3.26,0.93,11.8,6,red
12.8,0.615,0.66,5.8,0.083,0.007,0.042,"1,002.2",3.07,0.73,10,7,red
10.4,0.575,0.61,2.6,0.076,0.011,0.024,1000,3.16,0.69,9,5,red
10.3,0.34,0.52,2.8,0.159,0.015,0.075,999.8,3.18,0.64,9.4,5,red
9.4,0.27,0.53,2.4,0.074,0.006,0.018,996.2,3.2,1.13,12,7,red
6.9,0.765,0.02,2.3,0.063,0.035,0.063,997.5,3.57,0.78,9.9,5,red
7.9,0.24,0.4,1.6,0.056,0.011,0.025,996.7,3.32,0.87,8.7,6,red
9.1,0.28,0.48,1.8,0.067,0.026,0.046,996.7,3.32,1.04,10.6,6,red
7.4,0.55,0.22,2.2,0.106,0.012,0.072,995.9,3.05,0.63,9.2,5,red
14,0.41,0.63,3.8,0.089,0.006,0.047,"1,001.4",3.01,0.81,10.8,6,red
11.5,0.54,0.71,4.4,0.124,0.006,0.015,998.4,3.01,0.83,11.8,7,red
11.5,0.45,0.5,3,0.078,0.019,0.047,"1,000.3",3.26,1.11,11,6,red
9.4,0.27,0.53,2.4,0.074,0.006,0.018,996.2,3.2,1.13,12,7,red
11.4,0.625,0.66,6.2,0.088,0.006,0.024,998.8,3.11,0.99,13.3,6,red
8.3,0.42,0.38,2.5,0.094,0.024,0.06,997.9,3.31,0.7,10.8,6,red
8.3,0.26,0.42,2,0.08,0.011,0.027,997.4,3.21,0.8,9.4,6,red
13.7,0.415,0.68,2.9,0.085,0.017,0.043,"1,001.4",3.06,0.8,10,6,red
8.3,0.26,0.42,2,0.08,0.011,0.027,997.4,3.21,0.8,9.4,6,red
8.3,0.26,0.42,2,0.08,0.011,0.027,997.4,3.21,0.8,9.4,6,red
7.7,0.51,0.28,2.1,0.087,0.023,0.054,998,3.42,0.74,9.2,5,red
7.4,0.63,0.07,2.4,0.09,0.011,0.037,997.9,3.43,0.76,9.7,6,red
7.8,0.54,0.26,2,0.088,0.023,0.048,998.1,3.41,0.74,9.2,6,red
8.3,0.66,0.15,1.9,0.079,0.017,0.042,997.2,3.31,0.54,9.6,6,red
7.8,0.46,0.26,1.9,0.088,0.023,0.053,998.1,3.43,0.74,9.2,6,red
9.6,0.38,0.31,2.5,0.096,0.016,0.049,998.2,3.19,0.7,10,7,red
5.6,0.85,0.05,1.4,0.045,0.012,0.088,992.4,3.56,0.82,12.9,8,red
13.7,0.415,0.68,2.9,0.085,0.017,0.043,"1,001.4",3.06,0.8,10,6,red
9.5,0.37,0.52,2,0.082,0.006,0.026,998,3.18,0.51,9.5,5,red
8.4,0.665,0.61,2,0.112,0.013,0.095,997,3.16,0.54,9.1,5,red
12.7,0.6,0.65,2.3,0.063,0.006,0.025,999.7,3.03,0.57,9.9,5,red
12,0.37,0.76,4.2,0.066,0.007,0.038,"1,000.4",3.22,0.6,13,7,red
6.6,0.735,0.02,7.9,0.122,0.068,0.124,999.4,3.47,0.53,9.9,5,red
11.5,0.59,0.59,2.6,0.087,0.013,0.049,998.8,3.18,0.65,11,6,red
11.5,0.59,0.59,2.6,0.087,0.013,0.049,998.8,3.18,0.65,11,6,red
8.7,0.765,0.22,2.3,0.064,0.009,0.042,996.3,3.1,0.55,9.4,5,red
6.6,0.735,0.02,7.9,0.122,0.068,0.124,999.4,3.47,0.53,9.9,5,red
7.7,0.26,0.3,1.7,0.059,0.02,0.038,994.9,3.29,0.47,10.8,6,red
12.2,0.48,0.54,2.6,0.085,0.019,0.064,1000,3.1,0.61,10.5,6,red
11.4,0.6,0.49,2.7,0.085,0.01,0.041,999.4,3.15,0.63,10.5,6,red
7.7,0.69,0.05,2.7,0.075,0.015,0.027,997.4,3.26,0.61,9.1,5,red
8.7,0.31,0.46,1.4,0.059,0.011,0.025,996.6,3.36,0.76,10.1,6,red
9.8,0.44,0.47,2.5,0.063,0.009,0.028,998.1,3.24,0.65,10.8,6,red
12,0.39,0.66,3,0.093,0.012,0.03,999.6,3.18,0.63,10.8,7,red
10.4,0.34,0.58,3.7,0.174,0.006,0.016,997,3.19,0.7,11.3,6,red
12.5,0.46,0.49,4.5,0.07,0.026,0.049,998.1,3.05,0.57,9.6,4,red
9,0.43,0.34,2.5,0.08,0.026,0.086,998.7,3.38,0.62,9.5,6,red
9.1,0.45,0.35,2.4,0.08,0.023,0.078,998.7,3.38,0.62,9.5,5,red
7.1,0.735,0.16,1.9,0.1,0.015,0.077,996.6,3.27,0.64,9.3,5,red
9.9,0.4,0.53,6.7,0.097,0.006,0.019,998.6,3.27,0.82,11.7,7,red
8.8,0.52,0.34,2.7,0.087,0.024,0.122,998.2,3.26,0.61,9.5,5,red
8.6,0.725,0.24,6.6,0.117,0.031,0.134,"1,001.4",3.32,1.07,9.3,5,red
10.6,0.48,0.64,2.2,0.111,0.006,0.02,997,3.26,0.66,11.7,6,red
7,0.58,0.12,1.9,0.091,0.034,0.124,995.6,3.44,0.48,10.5,5,red
11.9,0.38,0.51,2,0.121,0.007,0.02,999.6,3.24,0.76,10.4,6,red
6.8,0.77,0,1.8,0.066,0.034,0.052,997.6,3.62,0.68,9.9,5,red
9.5,0.56,0.33,2.4,0.089,0.035,0.067,997.2,3.28,0.73,11.8,7,red
6.6,0.84,0.03,2.3,0.059,0.032,0.048,995.2,3.52,0.56,12.3,7,red
7.7,0.96,0.2,2,0.047,0.015,0.06,995.5,3.36,0.44,10.9,5,red
10.5,0.24,0.47,2.1,0.066,0.006,0.024,997.8,3.15,0.9,11,7,red
7.7,0.96,0.2,2,0.047,0.015,0.06,995.5,3.36,0.44,10.9,5,red
6.6,0.84,0.03,2.3,0.059,0.032,0.048,995.2,3.52,0.56,12.3,7,red
6.4,0.67,0.08,2.1,0.045,0.019,0.048,994.9,3.49,0.49,11.4,6,red
9.5,0.78,0.22,1.9,0.077,0.006,0.032,998.8,3.26,0.56,10.6,6,red
9.1,0.52,0.33,1.3,0.07,0.009,0.03,997.8,3.24,0.6,9.3,5,red
12.8,0.84,0.63,2.4,0.088,0.013,0.035,999.7,3.1,0.6,10.4,6,red
10.5,0.24,0.47,2.1,0.066,0.006,0.024,997.8,3.15,0.9,11,7,red
7.8,0.55,0.35,2.2,0.074,0.021,0.066,997.4,3.25,0.56,9.2,5,red
11.9,0.37,0.69,2.3,0.078,0.012,0.024,995.8,3,0.65,12.8,6,red
12.3,0.39,0.63,2.3,0.091,0.006,0.018,"1,000.4",3.16,0.49,9.5,5,red
10.4,0.41,0.55,3.2,0.076,0.022,0.054,999.6,3.15,0.89,9.9,6,red
12.3,0.39,0.63,2.3,0.091,0.006,0.018,"1,000.4",3.16,0.49,9.5,5,red
8,0.67,0.3,2,0.06,0.038,0.062,995.8,3.26,0.56,10.2,6,red
11.1,0.45,0.73,3.2,0.066,0.006,0.022,998.6,3.17,0.66,11.2,6,red
10.4,0.41,0.55,3.2,0.076,0.022,0.054,999.6,3.15,0.89,9.9,6,red
7,0.62,0.18,1.5,0.062,0.007,0.05,995.1,3.08,0.6,9.3,5,red
12.6,0.31,0.72,2.2,0.072,0.006,0.029,998.7,2.88,0.82,9.8,8,red
11.9,0.4,0.65,2.15,0.068,0.007,0.027,998.8,3.06,0.68,11.3,6,red
15.6,0.685,0.76,3.7,0.1,0.006,0.043,"1,003.2",2.95,0.68,11.2,7,red
10,0.44,0.49,2.7,0.077,0.011,0.019,996.3,3.23,0.63,11.6,7,red
5.3,0.57,0.01,1.7,0.054,0.005,0.027,993.4,3.57,0.84,12.5,7,red
9.5,0.735,0.1,2.1,0.079,0.006,0.031,998.6,3.23,0.56,10.1,6,red
12.5,0.38,0.6,2.6,0.081,0.031,0.072,999.6,3.1,0.73,10.5,5,red
9.3,0.48,0.29,2.1,0.127,0.006,0.016,996.8,3.22,0.72,11.2,5,red
8.6,0.53,0.22,2,0.1,0.007,0.027,996.7,3.2,0.56,10.2,6,red
11.9,0.39,0.69,2.8,0.095,0.017,0.035,999.4,3.1,0.61,10.8,6,red
11.9,0.39,0.69,2.8,0.095,0.017,0.035,999.4,3.1,0.61,10.8,6,red
8.4,0.37,0.53,1.8,0.413,0.009,0.026,997.9,3.06,1.06,9.1,6,red
6.8,0.56,0.03,1.7,0.084,0.018,0.035,996.8,3.44,0.63,10,6,red
10.4,0.33,0.63,2.8,0.084,0.005,0.022,999.8,3.26,0.74,11.2,7,red
7,0.23,0.4,1.6,0.063,0.021,0.067,995.2,3.5,0.63,11.1,5,red
11.3,0.62,0.67,5.2,0.086,0.006,0.019,998.8,3.22,0.69,13.4,8,red
8.9,0.59,0.39,2.3,0.095,0.005,0.022,998.6,3.37,0.58,10.3,5,red
9.2,0.63,0.21,2.7,0.097,0.029,0.065,998.8,3.28,0.58,9.6,5,red
10.4,0.33,0.63,2.8,0.084,0.005,0.022,999.8,3.26,0.74,11.2,7,red
11.6,0.58,0.66,2.2,0.074,0.01,0.047,"1,000.8",3.25,0.57,9,3,red
9.2,0.43,0.52,2.3,0.083,0.014,0.023,997.6,3.35,0.61,11.3,6,red
8.3,0.615,0.22,2.6,0.087,0.006,0.019,998.2,3.26,0.61,9.3,5,red
11,0.26,0.68,2.55,0.085,0.01,0.025,997,3.18,0.61,11.8,5,red
8.1,0.66,0.7,2.2,0.098,0.025,0.129,997.2,3.08,0.53,9,5,red
11.5,0.315,0.54,2.1,0.084,0.005,0.015,998.7,2.98,0.7,9.2,6,red
10,0.29,0.4,2.9,0.098,0.01,0.026,"1,000.6",3.48,0.91,9.7,5,red
10.3,0.5,0.42,2,0.069,0.021,0.051,998.2,3.16,0.72,11.5,6,red
8.8,0.46,0.45,2.6,0.065,0.007,0.018,994.7,3.32,0.79,14,6,red
11.4,0.36,0.69,2.1,0.09,0.006,0.021,1000,3.17,0.62,9.2,6,red
8.7,0.82,0.02,1.2,0.07,0.036,0.048,995.2,3.2,0.58,9.8,5,red
13,0.32,0.65,2.6,0.093,0.015,0.047,999.6,3.05,0.61,10.6,5,red
9.6,0.54,0.42,2.4,0.081,0.025,0.052,997,3.2,0.71,11.4,6,red
12.5,0.37,0.55,2.6,0.083,0.025,0.068,999.5,3.15,0.82,10.4,6,red
9.9,0.35,0.55,2.1,0.062,0.005,0.014,997.1,3.26,0.79,10.6,5,red
10.5,0.28,0.51,1.7,0.08,0.01,0.024,998.2,3.2,0.89,9.4,6,red
9.6,0.68,0.24,2.2,0.087,0.005,0.028,998.8,3.14,0.6,10.2,5,red
9.3,0.27,0.41,2,0.091,0.006,0.016,998,3.28,0.7,9.7,5,red
10.4,0.24,0.49,1.8,0.075,0.006,0.02,997.7,3.18,1.06,11,6,red
9.6,0.68,0.24,2.2,0.087,0.005,0.028,998.8,3.14,0.6,10.2,5,red
9.4,0.685,0.11,2.7,0.077,0.006,0.031,998.4,3.19,0.7,10.1,6,red
10.6,0.28,0.39,15.5,0.069,0.006,0.023,"1,002.6",3.12,0.66,9.2,5,red
9.4,0.3,0.56,2.8,0.08,0.006,0.017,996.4,3.15,0.92,11.7,8,red
10.6,0.36,0.59,2.2,0.152,0.006,0.018,998.6,3.04,1.05,9.4,5,red
10.6,0.36,0.6,2.2,0.152,0.007,0.018,998.6,3.04,1.06,9.4,5,red
10.6,0.44,0.68,4.1,0.114,0.006,0.024,997,3.06,0.66,13.4,6,red
10.2,0.67,0.39,1.9,0.054,0.006,0.017,997.6,3.17,0.47,10,5,red
10.2,0.67,0.39,1.9,0.054,0.006,0.017,997.6,3.17,0.47,10,5,red
10.2,0.645,0.36,1.8,0.053,0.005,0.014,998.2,3.17,0.42,10,6,red
11.6,0.32,0.55,2.8,0.081,0.035,0.067,"1,000.2",3.32,0.92,10.8,7,red
9.3,0.39,0.4,2.6,0.073,0.01,0.026,998.4,3.34,0.75,10.2,6,red
9.3,0.775,0.27,2.8,0.078,0.024,0.056,998.4,3.31,0.67,10.6,6,red
9.2,0.41,0.5,2.5,0.055,0.012,0.025,995.2,3.34,0.79,13.3,7,red
8.9,0.4,0.51,2.6,0.052,0.013,0.027,995,3.32,0.9,13.4,7,red
8.7,0.69,0.31,3,0.086,0.023,0.081,"1,000.2",3.48,0.74,11.6,6,red
6.5,0.39,0.23,8.3,0.051,0.028,0.091,995.2,3.44,0.55,12.1,6,red
10.7,0.35,0.53,2.6,0.07,0.005,0.016,997.2,3.15,0.65,11,8,red
7.8,0.52,0.25,1.9,0.081,0.014,0.038,998.4,3.43,0.65,9,6,red
7.2,0.34,0.32,2.5,0.09,0.043,0.113,996.6,3.32,0.79,11.1,5,red
10.7,0.35,0.53,2.6,0.07,0.005,0.016,997.2,3.15,0.65,11,8,red
8.7,0.69,0.31,3,0.086,0.023,0.081,"1,000.2",3.48,0.74,11.6,6,red
7.8,0.52,0.25,1.9,0.081,0.014,0.038,998.4,3.43,0.65,9,6,red
10.4,0.44,0.73,6.55,0.074,0.038,0.076,999,3.17,0.85,12,7,red
10.4,0.44,0.73,6.55,0.074,0.038,0.076,999,3.17,0.85,12,7,red
10.5,0.26,0.47,1.9,0.078,0.006,0.024,997.6,3.18,1.04,10.9,7,red
10.5,0.24,0.42,1.8,0.077,0.006,0.022,997.6,3.21,1.05,10.8,7,red
10.2,0.49,0.63,2.9,0.072,0.01,0.026,996.8,3.16,0.78,12.5,7,red
10.4,0.24,0.46,1.8,0.075,0.006,0.021,997.6,3.25,1.02,10.8,7,red
11.2,0.67,0.55,2.3,0.084,0.006,0.013,1000,3.17,0.71,9.5,6,red
10,0.59,0.31,2.2,0.09,0.026,0.062,999.4,3.18,0.63,10.2,6,red
13.3,0.29,0.75,2.8,0.084,0.023,0.043,998.6,3.04,0.68,11.4,7,red
12.4,0.42,0.49,4.6,0.073,0.019,0.043,997.8,3.02,0.61,9.5,5,red
10,0.59,0.31,2.2,0.09,0.026,0.062,999.4,3.18,0.63,10.2,6,red
10.7,0.4,0.48,2.1,0.125,0.015,0.049,998,3.03,0.81,9.7,6,red
10.5,0.51,0.64,2.4,0.107,0.006,0.015,997.3,3.09,0.66,11.8,7,red
10.5,0.51,0.64,2.4,0.107,0.006,0.015,997.3,3.09,0.66,11.8,7,red
8.5,0.655,0.49,6.1,0.122,0.034,0.151,1001,3.31,1.14,9.3,5,red
12.5,0.6,0.49,4.3,0.1,0.005,0.014,1001,3.25,0.74,11.9,6,red
10.4,0.61,0.49,2.1,0.2,0.005,0.016,999.4,3.16,0.63,8.4,3,red
10.9,0.21,0.49,2.8,0.088,0.011,0.032,997.2,3.22,0.68,11.7,6,red
7.3,0.365,0.49,2.5,0.088,0.039,0.106,996.6,3.36,0.78,11,5,red
9.8,0.25,0.49,2.7,0.088,0.015,0.033,998.2,3.42,0.9,10,6,red
7.6,0.41,0.49,2,0.088,0.016,0.043,998,3.48,0.64,9.1,5,red
8.2,0.39,0.49,2.3,0.099,0.047,0.133,997.9,3.38,0.99,9.8,5,red
9.3,0.4,0.49,2.5,0.085,0.038,0.142,997.8,3.22,0.55,9.4,5,red
9.2,0.43,0.49,2.4,0.086,0.023,0.116,997.6,3.23,0.64,9.5,5,red
10.4,0.64,0.24,2.8,0.105,0.029,0.053,999.8,3.24,0.67,9.9,5,red
7.3,0.365,0.49,2.5,0.088,0.039,0.106,996.6,3.36,0.78,11,5,red
7,0.38,0.49,2.5,0.097,0.033,0.085,996.2,3.39,0.77,11.4,6,red
8.2,0.42,0.49,2.6,0.084,0.032,0.055,998.8,3.34,0.75,8.7,6,red
9.9,0.63,0.24,2.4,0.077,0.006,0.033,997.4,3.09,0.57,9.4,5,red
9.1,0.22,0.24,2.1,0.078,0.001,0.028,999,3.41,0.87,10.3,6,red
11.9,0.38,0.49,2.7,0.098,0.012,0.042,"1,000.4",3.16,0.61,10.3,5,red
11.9,0.38,0.49,2.7,0.098,0.012,0.042,"1,000.4",3.16,0.61,10.3,5,red
10.3,0.27,0.24,2.1,0.072,0.015,0.033,995.6,3.22,0.66,12.8,6,red
10,0.48,0.24,2.7,0.102,0.013,0.032,1000,3.28,0.56,10,6,red
9.1,0.22,0.24,2.1,0.078,0.001,0.028,999,3.41,0.87,10.3,6,red
9.9,0.63,0.24,2.4,0.077,0.006,0.033,997.4,3.09,0.57,9.4,5,red
8.1,0.825,0.24,2.1,0.084,0.005,0.013,997.2,3.37,0.77,10.7,6,red
12.9,0.35,0.49,5.8,0.066,0.005,0.035,"1,001.4",3.2,0.66,12,7,red
11.2,0.5,0.74,5.15,0.1,0.005,0.017,999.6,3.22,0.62,11.2,5,red
9.2,0.59,0.24,3.3,0.101,0.02,0.047,998.8,3.26,0.67,9.6,5,red
9.5,0.46,0.49,6.3,0.064,0.005,0.017,998.8,3.21,0.73,11,6,red
9.3,0.715,0.24,2.1,0.07,0.005,0.02,996.6,3.12,0.59,9.9,5,red
11.2,0.66,0.24,2.5,0.085,0.016,0.053,999.3,3.06,0.72,11,6,red
14.3,0.31,0.74,1.8,0.075,0.006,0.015,"1,000.8",2.86,0.79,8.4,6,red
9.1,0.47,0.49,2.6,0.094,0.038,0.106,998.2,3.08,0.59,9.1,5,red
7.5,0.55,0.24,2,0.078,0.01,0.028,998.3,3.45,0.78,9.5,6,red
10.6,0.31,0.49,2.5,0.067,0.006,0.021,998.7,3.26,0.86,10.7,6,red
12.4,0.35,0.49,2.6,0.079,0.027,0.069,999.4,3.12,0.75,10.4,6,red
9,0.53,0.49,1.9,0.171,0.006,0.025,997.5,3.27,0.61,9.4,6,red
6.8,0.51,0.01,2.1,0.074,0.009,0.025,995.8,3.33,0.56,9.5,6,red
9.4,0.43,0.24,2.8,0.092,0.014,0.045,998,3.19,0.73,10,6,red
9.5,0.46,0.24,2.7,0.092,0.014,0.044,998,3.12,0.74,10,6,red
5,1.04,0.24,1.6,0.05,0.032,0.096,993.4,3.74,0.62,11.5,5,red
15.5,0.645,0.49,4.2,0.095,0.01,0.023,"1,003.15",2.92,0.74,11.1,5,red
15.5,0.645,0.49,4.2,0.095,0.01,0.023,"1,003.15",2.92,0.74,11.1,5,red
10.9,0.53,0.49,4.6,0.118,0.01,0.017,"1,000.2",3.07,0.56,11.7,6,red
15.6,0.645,0.49,4.2,0.095,0.01,0.023,"1,003.15",2.92,0.74,11.1,5,red
10.9,0.53,0.49,4.6,0.118,0.01,0.017,"1,000.2",3.07,0.56,11.7,6,red
13,0.47,0.49,4.3,0.085,0.006,0.047,"1,002.1",3.3,0.68,12.7,6,red
12.7,0.6,0.49,2.8,0.075,0.005,0.019,999.4,3.14,0.57,11.4,5,red
9,0.44,0.49,2.4,0.078,0.026,0.121,997.8,3.23,0.58,9.2,5,red
9,0.54,0.49,2.9,0.094,0.041,0.11,998.2,3.08,0.61,9.2,5,red
7.6,0.29,0.49,2.7,0.092,0.025,0.06,997.1,3.31,0.61,10.1,6,red
13,0.47,0.49,4.3,0.085,0.006,0.047,"1,002.1",3.3,0.68,12.7,6,red
12.7,0.6,0.49,2.8,0.075,0.005,0.019,999.4,3.14,0.57,11.4,5,red
8.7,0.7,0.24,2.5,0.226,0.005,0.015,999.1,3.32,0.6,9,6,red
8.7,0.7,0.24,2.5,0.226,0.005,0.015,999.1,3.32,0.6,9,6,red
9.8,0.5,0.49,2.6,0.25,0.005,0.02,999,3.31,0.79,10.7,6,red
6.2,0.36,0.24,2.2,0.095,0.019,0.042,994.6,3.57,0.57,11.7,6,red
11.5,0.35,0.49,3.3,0.07,0.01,0.037,"1,000.3",3.32,0.91,11,6,red
6.2,0.36,0.24,2.2,0.095,0.019,0.042,994.6,3.57,0.57,11.7,6,red
10.2,0.24,0.49,2.4,0.075,0.01,0.028,997.8,3.14,0.61,10.4,5,red
10.5,0.59,0.49,2.1,0.07,0.014,0.047,999.1,3.3,0.56,9.6,4,red
10.6,0.34,0.49,3.2,0.078,0.02,0.078,999.2,3.19,0.7,10,6,red
12.3,0.27,0.49,3.1,0.079,0.028,0.046,999.3,3.2,0.8,10.2,6,red
9.9,0.5,0.24,2.3,0.103,0.006,0.014,997.8,3.34,0.52,10,4,red
8.8,0.44,0.49,2.8,0.083,0.018,0.111,998.2,3.3,0.6,9.5,5,red
8.8,0.47,0.49,2.9,0.085,0.017,0.11,998.2,3.29,0.6,9.8,5,red
10.6,0.31,0.49,2.2,0.063,0.018,0.04,997.6,3.14,0.51,9.8,6,red
12.3,0.5,0.49,2.2,0.089,0.005,0.014,"1,000.2",3.19,0.44,9.6,5,red
12.3,0.5,0.49,2.2,0.089,0.005,0.014,"1,000.2",3.19,0.44,9.6,5,red
11.7,0.49,0.49,2.2,0.083,0.005,0.015,1000,3.19,0.43,9.2,5,red
12,0.28,0.49,1.9,0.074,0.01,0.021,997.6,2.98,0.66,9.9,7,red
11.8,0.33,0.49,3.4,0.093,0.054,0.08,"1,000.2",3.3,0.76,10.7,7,red
7.6,0.51,0.24,2.4,0.091,0.008,0.038,998,3.47,0.66,9.6,6,red
11.1,0.31,0.49,2.7,0.094,0.016,0.047,998.6,3.12,1.02,10.6,7,red
